Icecream_units,Icecream_unit_cost,Nuts_units,Nuts_unit_cost,Total_cost,Variance
23035,5.29,13843,2.59,157709.0,22291.0
21474,6.18,13469,2.33,164092.0,15908.0
20749,7.0,10148,2.89,174571.0,5429.0
20354,5.47,13998,2.84,151091.0,28909.0
24177,6.85,11448,2.56,194919.0,-14919.0
22885,7.54,12276,2.71,205821.0,-25821.0
23519,7.47,14648,2.02,205276.0,-25276.0
22001,6.01,13727,2.58,167642.0,12358.0
23125,5.97,12767,2.27,167037.0,12963.0
23980,5.47,14984,2.93,175074.0,4926.0
23539,7.6,13749,2.76,216844.0,-36844.0
23214,6.1,11101,2.27,166805.0,13195.0
22604,7.12,12178,2.77,194674.0,-14674.0
23553,7.72,13100,2.34,212483.0,-32483.0
24282,6.07,13012,2.48,179662.0,338.0
20901,5.32,12599,2.1,137651.0,42349.0
23942,5.21,11469,2.19,149855.0,30145.0
21946,7.86,14090,2.23,203916.0,-23916.0
21765,5.64,14385,2.09,152819.0,27181.0
21592,5.48,12422,2.16,145156.0,34844.0
21341,5.51,12587,2.49,148931.0,31069.0
20744,5.28,12042,2.95,145052.0,34948.0
22775,7.05,13799,2.74,198373.0,-18373.0
21592,5.73,14365,2.56,160497.0,19503.0
23745,7.34,14830,2.88,216999.0,-36999.0
20392,6.99,12968,2.05,169124.0,10876.0
24524,7.13,11985,2.04,199306.0,-19306.0
22105,5.43,11003,2.07,142806.0,37194.0
22648,6.68,11109,2.92,183727.0,-3727.0
20466,5.02,13869,2.43,136441.0,43559.0
24685,6.43,12508,2.8,193747.0,-13747.0
24483,7.03,14497,2.77,212272.0,-32272.0
24526,6.06,13793,2.07,177179.0,2821.0
21957,6.78,13653,2.79,186960.0,-6960.0
20232,7.54,14972,2.04,183092.0,-3092.0
21153,7.67,11494,2.53,191323.0,-11323.0
20499,6.58,11983,2.55,165440.0,14560.0
23621,5.91,14488,2.8,180167.0,-167.0
20563,6.14,11909,2.17,152099.0,27901.0
20190,6.77,11545,2.61,166819.0,13181.0
20009,6.7,14936,2.06,164828.0,15172.0
24608,6.57,12091,2.18,188033.0,-8033.0
21327,7.99,13624,2.53,204871.0,-24871.0
20028,7.12,14974,2.36,177938.0,2062.0
22132,5.73,14739,2.69,166464.0,13536.0
22561,5.57,12447,2.09,151679.0,28321.0
21966,5.7,14827,2.23,158270.0,21730.0
21965,6.88,14505,2.96,194054.0,-14054.0
23646,7.84,14519,2.31,218924.0,-38924.0
21799,5.2,11283,2.98,146978.0,33022.0
20786,7.16,12085,2.7,181457.0,-1457.0
20625,6.94,14360,2.16,174155.0,5845.0
20867,7.98,10789,3.0,198886.0,-18886.0
23905,5.51,12258,2.07,157091.0,22909.0
24640,6.3,11811,2.96,190193.0,-10193.0
20501,6.78,13340,2.34,170212.0,9788.0
22220,6.84,11887,2.84,185744.0,-5744.0
20377,7.64,13651,2.42,188716.0,-8716.0
22268,7.39,11460,2.63,194700.0,-14700.0
22431,6.21,10745,2.88,170242.0,9758.0
23389,6.93,10328,2.87,191727.0,-11727.0
23785,7.24,13833,2.83,211351.0,-31351.0
22175,7.43,11072,2.66,194212.0,-14212.0
21877,7.82,14425,2.75,210747.0,-30747.0
23804,7.61,13281,2.01,207843.0,-27843.0
23381,5.62,10688,2.49,158014.0,21986.0
23642,5.08,11157,2.83,151676.0,28324.0
21994,5.53,11861,2.49,151161.0,28839.0
20051,6.9,14528,2.82,179321.0,679.0
20999,6.77,12287,2.74,175830.0,4170.0
21253,5.98,14761,2.79,168276.0,11724.0
23653,7.15,13983,2.36,202119.0,-22119.0
22302,6.04,12098,2.62,166401.0,13599.0
24338,6.94,12291,2.6,200862.0,-20862.0
23295,6.07,13412,2.22,171175.0,8825.0
24938,6.89,10906,2.66,200833.0,-20833.0
24474,6.24,13305,3.0,192633.0,-12633.0
21218,5.85,13622,2.33,155865.0,24135.0
22953,6.65,13932,2.23,183706.0,-3706.0
23761,7.92,13781,2.62,224293.0,-44293.0
22998,5.98,13537,2.0,164602.0,15398.0
23419,5.03,11589,2.14,142598.0,37402.0
22053,6.66,13938,2.8,185899.0,-5899.0
24573,7.4,13339,2.18,210919.0,-30919.0
20595,5.54,11023,2.22,138567.0,41433.0
23793,7.39,11638,2.94,210046.0,-30046.0
22598,5.75,14185,2.21,161287.0,18713.0
24586,5.76,11126,2.52,169653.0,10347.0
22914,7.68,11854,2.58,206563.0,-26563.0
20209,7.26,14687,2.06,176973.0,3027.0
20874,5.09,10117,2.61,132654.0,47346.0
23769,7.73,12917,2.26,212927.0,-32927.0
23252,5.6,12381,2.59,162278.0,17722.0
23034,5.42,12626,2.18,152369.0,27631.0
20031,5.69,10909,2.73,143758.0,36242.0
20706,5.2,10217,2.35,131681.0,48319.0
20637,5.89,14798,2.16,153516.0,26484.0
21752,7.28,13280,2.38,189961.0,-9961.0
21962,6.37,14233,2.92,181458.0,-1458.0
24920,6.63,14468,2.94,207756.0,-27756.0
21312,6.15,10479,2.43,156533.0,23467.0
21572,7.93,13317,2.74,207555.0,-27555.0
22252,6.21,11395,2.46,166217.0,13783.0
23632,5.33,10954,3.0,158821.0,21179.0
24213,6.72,10533,2.02,183988.0,-3988.0
22282,6.55,14078,2.29,178186.0,1814.0
22580,7.76,10130,2.52,200748.0,-20748.0
22597,5.46,11357,2.43,150977.0,29023.0
23108,5.31,13019,2.15,150694.0,29306.0
24575,7.75,13495,2.71,227028.0,-47028.0
22910,6.28,13813,2.91,184071.0,-4071.0
20214,6.83,14066,2.28,170132.0,9868.0
24764,6.31,14986,2.23,189680.0,-9680.0
20301,6.87,14138,2.54,175378.0,4622.0
22845,7.66,13253,2.65,210113.0,-30113.0
24139,6.18,13115,2.12,176983.0,3017.0
22372,7.63,11332,2.71,201408.0,-21408.0
24195,7.65,10330,2.67,212673.0,-32673.0
20781,5.31,13983,2.69,147961.0,32039.0
22149,7.63,11502,2.99,203388.0,-23388.0
22340,5.38,13855,2.12,149562.0,30438.0
22590,5.84,11368,2.84,164211.0,15789.0
23573,7.0,13184,2.42,196916.0,-16916.0
22109,5.06,12366,2.89,147609.0,32391.0
22554,5.35,12722,2.36,150688.0,29312.0
20180,7.77,10613,2.65,184923.0,-4923.0
20054,6.21,14546,2.11,155227.0,24773.0
23593,5.04,14611,2.32,152806.0,27194.0
24800,5.92,13241,2.28,177005.0,2995.0
20164,6.44,14564,2.65,168451.0,11549.0
23967,5.29,10862,2.73,156439.0,23561.0
22632,7.84,10475,2.04,198804.0,-18804.0
23158,5.1,13518,2.45,151225.0,28775.0
22514,7.88,10963,2.71,207120.0,-27120.0
24412,6.56,11497,2.02,183367.0,-3367.0
24256,7.44,13349,2.47,213437.0,-33437.0
23209,6.41,12844,2.78,184476.0,-4476.0
21332,6.35,14992,2.43,171889.0,8111.0
24448,7.51,11348,2.33,210045.0,-30045.0
23173,7.85,10385,2.03,202990.0,-22990.0
24598,7.04,10283,2.37,197541.0,-17541.0
20825,5.01,10137,2.75,132210.0,47790.0
24901,5.25,14332,2.66,168853.0,11147.0
22282,5.67,10540,2.34,151003.0,28997.0
22735,7.41,10458,2.14,190846.0,-10846.0
22911,6.62,13079,2.01,177960.0,2040.0
21290,7.04,11243,2.23,174953.0,5047.0
23741,7.46,12988,2.19,205552.0,-25552.0
21296,7.67,10772,2.78,193286.0,-13286.0
22301,6.68,11875,2.41,177589.0,2411.0
21004,6.08,12837,2.99,166087.0,13913.0
22217,6.22,13450,2.08,166166.0,13834.0
24350,6.33,10531,2.67,182253.0,-2253.0
23835,6.57,12643,2.13,183526.0,-3526.0
21805,5.35,14312,2.72,155585.0,24415.0
22517,7.34,14496,2.94,207893.0,-27893.0
23348,5.65,10266,2.63,158916.0,21084.0
20974,6.18,10071,2.98,159631.0,20369.0
24975,7.22,11239,2.85,212351.0,-32351.0
21028,5.45,12533,2.17,141799.0,38201.0
20956,7.66,10469,2.45,186172.0,-6172.0
21243,6.88,12965,2.33,176360.0,3640.0
20491,5.52,10855,2.21,137100.0,42900.0
24972,6.25,13502,2.6,191180.0,-11180.0
21887,7.14,14659,2.7,195852.0,-15852.0
23325,7.13,14341,2.39,200582.0,-20582.0
21445,6.32,11900,2.9,170042.0,9958.0
20407,7.4,12285,2.14,177302.0,2698.0
20346,5.65,14566,2.02,144378.0,35622.0
22158,7.1,12573,2.76,192023.0,-12023.0
21832,5.63,14664,2.5,159574.0,20426.0
21880,7.54,12170,2.14,191019.0,-11019.0
21761,6.48,14811,2.04,171226.0,8774.0
23085,7.22,10080,2.29,189757.0,-9757.0
24009,5.8,10579,2.89,169826.0,10174.0
24199,5.68,11614,2.17,162653.0,17347.0
23087,7.4,11801,2.77,203533.0,-23533.0
20269,5.05,14210,2.21,133763.0,46237.0
23084,7.88,13978,2.21,212793.0,-32793.0
22471,7.95,11179,2.08,201897.0,-21897.0
20542,7.78,13878,2.44,193679.0,-13679.0
20619,6.05,12529,2.1,151056.0,28944.0
22429,5.21,14940,2.66,156595.0,23405.0
21318,6.87,10349,2.62,173569.0,6431.0
21014,5.76,10426,2.32,145229.0,34771.0
23068,6.35,10617,2.33,171219.0,8781.0
22925,7.37,12368,2.23,196538.0,-16538.0
23327,6.22,14704,2.04,175090.0,4910.0
24045,7.82,11406,2.12,212213.0,-32213.0
22963,7.7,13951,2.04,205275.0,-25275.0
24855,6.68,11460,2.27,192046.0,-12046.0
20703,5.94,10958,2.1,145988.0,34012.0
23502,7.96,12565,2.12,213714.0,-33714.0
21299,7.03,14739,2.77,190559.0,-10559.0
23021,5.59,12758,2.65,162496.0,17504.0
21608,5.03,13346,2.7,144722.0,35278.0
21770,7.27,11625,2.32,185238.0,-5238.0
20886,7.95,14378,2.01,194943.0,-14943.0
21939,6.99,14317,2.07,182990.0,-2990.0
20006,5.07,11054,2.11,124754.0,55246.0
20502,5.9,14355,2.05,150390.0,29610.0
23341,5.75,11116,2.22,158888.0,21112.0
22330,7.7,12750,2.24,200501.0,-20501.0
24955,7.58,11489,2.1,213286.0,-33286.0
23863,7.71,12044,2.28,211444.0,-31444.0
21021,7.04,12278,2.62,180156.0,-156.0
20896,6.66,12321,2.36,168245.0,11755.0
24462,5.9,14856,2.49,181317.0,-1317.0
23921,6.87,10043,2.21,186532.0,-6532.0
24390,5.42,10208,2.83,161082.0,18918.0
20554,5.84,14730,2.55,157597.0,22403.0
20638,5.17,10267,2.74,134830.0,45170.0
20960,7.51,12929,2.57,190637.0,-10637.0
22769,6.82,11217,2.18,179738.0,262.0
21468,5.8,13339,2.2,153860.0,26140.0
21987,6.3,14281,2.55,174935.0,5065.0
21636,6.08,13316,2.87,169764.0,10236.0
21347,6.78,10533,2.06,166431.0,13569.0
23973,7.09,10574,2.48,196192.0,-16192.0
23119,6.24,14880,2.41,180123.0,-123.0
23181,5.58,12128,2.56,160398.0,19602.0
22647,7.03,12692,2.12,186115.0,-6115.0
20802,6.68,14102,2.71,177174.0,2826.0
24466,5.67,14692,2.53,175893.0,4107.0
23132,5.03,10459,2.87,146371.0,33629.0
24784,5.42,14908,2.58,172792.0,7208.0
20181,7.44,12719,2.7,184488.0,-4488.0
21091,5.13,10716,2.32,133058.0,46942.0
20630,6.57,12983,2.2,164102.0,15898.0
22966,7.47,12102,2.16,197696.0,-17696.0
23276,7.51,11973,2.64,206411.0,-26411.0
20426,5.26,13392,2.97,147215.0,32785.0
23143,7.37,10380,2.57,197241.0,-17241.0
24007,5.56,11672,2.48,162425.0,17575.0
22944,7.69,14472,2.23,208712.0,-28712.0
23477,7.6,12793,2.32,208105.0,-28105.0
22821,7.61,10815,2.14,196812.0,-16812.0
23720,5.56,11987,2.96,167365.0,12635.0
20176,7.62,13154,2.15,182022.0,-2022.0
20944,7.29,12312,2.01,177429.0,2571.0
24532,5.34,12298,2.31,159409.0,20591.0
23425,6.33,14079,2.77,187279.0,-7279.0
22114,6.61,10348,2.29,169870.0,10130.0
21676,8.0,13648,2.41,206300.0,-26300.0
21069,7.61,11361,2.62,190101.0,-10101.0
22337,6.65,14305,2.61,185877.0,-5877.0
24361,7.8,10273,2.17,212308.0,-32308.0
23629,6.03,14701,2.6,180705.0,-705.0
24462,6.02,11545,2.13,171852.0,8148.0
21722,5.71,14064,2.03,152583.0,27417.0
23577,7.9,11200,2.03,208994.0,-28994.0
22123,7.55,14979,2.73,207921.0,-27921.0
22769,5.34,10790,2.9,152877.0,27123.0
24515,6.71,11302,2.76,195689.0,-15689.0
23610,6.77,11444,2.22,185245.0,-5245.0
22265,5.76,13728,2.04,156252.0,23748.0
23360,6.14,10105,2.85,172230.0,7770.0
23029,5.5,10323,2.37,151125.0,28875.0
23624,7.05,13423,2.97,206416.0,-26416.0
23728,6.86,11591,2.04,186420.0,-6420.0
24594,5.24,13183,2.1,156557.0,23443.0
24477,7.87,10320,2.13,214616.0,-34616.0
21603,5.98,11383,2.53,157985.0,22015.0
22819,7.33,13661,2.03,194995.0,-14995.0
23548,5.26,12363,2.14,150319.0,29681.0
23733,7.47,10162,2.51,202792.0,-22792.0
22669,7.98,14976,2.57,219387.0,-39387.0
20374,6.45,10006,2.04,151825.0,28175.0
22074,6.55,11987,2.71,177069.0,2931.0
21235,7.06,13211,2.17,178587.0,1413.0
23115,6.25,13932,2.27,176094.0,3906.0
23048,5.64,14152,2.45,164663.0,15337.0
20683,7.98,13859,2.04,193323.0,-13323.0
20850,6.4,11614,2.83,166308.0,13692.0
23394,6.74,11315,2.27,183361.0,-3361.0
22883,6.16,10496,2.48,166989.0,13011.0
23790,7.51,11563,2.11,203061.0,-23061.0
23841,5.73,12331,2.81,171259.0,8741.0
22050,7.64,12842,2.75,203778.0,-23778.0
20818,6.58,10080,2.38,160973.0,19027.0
20585,6.78,13439,2.73,176255.0,3745.0
22140,7.13,10327,2.89,187703.0,-7703.0
23374,5.49,14004,2.16,158572.0,21428.0
24730,6.41,14548,2.52,195180.0,-15180.0
20889,5.83,12151,2.71,154712.0,25288.0
23099,5.06,12796,2.04,142985.0,37015.0
20672,6.7,10127,2.95,168377.0,11623.0
24063,7.49,12091,2.49,210338.0,-30338.0
23975,7.6,10718,2.34,207290.0,-27290.0
23325,7.3,14315,2.13,200763.0,-20763.0
20920,5.43,10120,2.03,134139.0,45861.0
21286,6.85,14700,2.21,178296.0,1704.0
20331,5.56,13924,2.35,145762.0,34238.0
23605,5.74,12620,2.59,168178.0,11822.0
24252,5.41,12739,2.86,167637.0,12363.0
24264,6.38,12084,2.54,185498.0,-5498.0
24701,6.93,14151,2.69,209244.0,-29244.0
22108,5.17,10881,2.16,137801.0,42199.0
23024,6.77,11926,2.27,182944.0,-2944.0
24566,7.06,11817,2.95,208296.0,-28296.0
20436,7.86,11110,2.39,187180.0,-7180.0
24077,6.2,14781,2.72,189482.0,-9482.0
20139,5.48,13830,2.91,150607.0,29393.0
22959,5.18,12705,2.12,145862.0,34138.0
20220,6.2,10045,2.5,150476.0,29524.0
20655,6.33,13332,2.88,169142.0,10858.0
21855,6.29,14528,2.54,174369.0,5631.0
20584,6.19,13561,2.64,163216.0,16784.0
24020,7.41,12085,2.57,209047.0,-29047.0
23471,7.26,11877,2.79,203536.0,-23536.0
23330,7.19,11693,2.98,202588.0,-22588.0
24553,6.81,14323,2.98,209888.0,-29888.0
23567,6.38,12069,2.92,185599.0,-5599.0
24492,5.17,11524,2.3,153129.0,26871.0
24251,7.35,14503,2.89,220159.0,-40159.0
20859,7.58,13263,2.16,186759.0,-6759.0
24592,5.52,14270,2.53,171851.0,8149.0
23401,7.26,10015,2.79,197833.0,-17833.0
24490,6.18,14305,2.63,188970.0,-8970.0
22197,7.8,11605,2.13,197855.0,-17855.0
20550,7.9,10117,2.65,189155.0,-9155.0
22764,7.45,12255,2.51,200352.0,-20352.0
21628,6.38,14370,2.87,179229.0,771.0
23085,5.96,10972,2.7,167211.0,12789.0
24685,7.65,12134,2.22,215778.0,-35778.0
21783,7.23,10498,2.76,186466.0,-6466.0
24570,5.31,13519,2.87,169266.0,10734.0
22847,6.55,13937,2.43,183515.0,-3515.0
24301,7.68,12389,2.32,215374.0,-35374.0
23705,6.58,14636,2.15,187446.0,-7446.0
22225,5.9,10370,2.8,160164.0,19836.0
20852,7.58,11473,2.32,184676.0,-4676.0
22789,7.08,11876,2.83,194955.0,-14955.0
20106,5.27,12966,2.7,140967.0,39033.0
22290,5.02,11778,2.41,140281.0,39719.0
23721,7.04,13335,2.43,199400.0,-19400.0
23919,7.34,12609,2.8,210871.0,-30871.0
24026,6.94,12713,2.49,198396.0,-18396.0
22749,7.89,11694,2.77,211882.0,-31882.0
24234,7.36,10054,2.45,202995.0,-22995.0
21256,7.82,13763,2.45,199941.0,-19941.0
23262,7.95,11296,2.01,207638.0,-27638.0
24321,7.36,12489,2.1,205229.0,-25229.0
21728,5.29,13612,2.03,142573.0,37427.0
23361,5.11,12421,2.24,147198.0,32802.0
21430,7.86,10333,2.2,191172.0,-11172.0
21071,5.44,14906,2.3,148910.0,31090.0
21824,6.61,10765,2.36,169662.0,10338.0
20507,5.95,11581,2.28,148421.0,31579.0
23795,5.15,11785,2.63,153539.0,26461.0
24688,5.65,11646,2.44,167903.0,12097.0
23777,7.92,10532,2.68,216540.0,-36540.0
21285,7.03,12204,2.67,182218.0,-2218.0
23445,6.21,14803,2.68,185265.0,-5265.0
23591,7.69,13972,2.49,216205.0,-36205.0
22171,6.83,10261,2.43,176362.0,3638.0
22905,5.83,11226,2.41,160591.0,19409.0
21443,6.06,11032,2.38,156201.0,23799.0
21553,5.33,14812,2.4,150426.0,29574.0
24737,5.54,13864,2.72,174753.0,5247.0
22458,7.08,14854,2.81,200742.0,-20742.0
21510,5.65,13860,2.65,158260.0,21740.0
21282,5.54,12152,2.33,146216.0,33784.0
23001,6.03,13771,2.17,168579.0,11421.0
23427,7.15,13793,2.58,203089.0,-23089.0
24097,7.39,11868,2.92,212731.0,-32731.0
23586,6.58,12176,2.45,185027.0,-5027.0
23304,7.25,11686,2.84,202142.0,-22142.0
24421,7.28,14236,2.75,216934.0,-36934.0
24294,7.68,12614,2.89,223032.0,-43032.0
20903,5.98,12248,2.6,156845.0,23155.0
23299,7.24,13093,2.01,195002.0,-15002.0
22721,6.79,13688,2.73,191644.0,-11644.0
23184,6.62,13692,2.37,185928.0,-5928.0
22929,6.4,10709,2.34,171805.0,8195.0
22640,5.76,14437,2.01,159425.0,20575.0
22752,7.34,14522,2.0,196044.0,-16044.0
23888,6.53,12726,2.17,183604.0,-3604.0
23381,7.72,13598,2.04,208241.0,-28241.0
21227,7.65,13190,2.14,190613.0,-10613.0
23552,5.81,12384,2.51,167921.0,12079.0
23230,6.69,14198,2.99,197861.0,-17861.0
20727,5.43,11980,2.04,136987.0,43013.0
21648,6.49,12855,2.21,168905.0,11095.0
24947,7.04,13645,2.74,213014.0,-33014.0
20862,7.21,10257,2.51,176160.0,3840.0
20072,5.44,13359,2.8,146597.0,33403.0
23268,5.58,14173,2.44,164418.0,15582.0
22512,6.64,10661,3.0,181463.0,-1463.0
21785,6.61,14270,2.6,181101.0,-1101.0
23287,6.32,10531,2.71,175713.0,4287.0
23538,5.46,12829,2.75,163797.0,16203.0
20577,7.62,11069,2.61,185687.0,-5687.0
22353,6.16,13717,2.73,175142.0,4858.0
21970,5.04,10957,2.9,142504.0,37496.0
23564,5.83,13446,2.03,164674.0,15326.0
22961,7.51,13931,2.09,201553.0,-21553.0
20310,7.51,10997,2.82,183540.0,-3540.0
20445,5.18,10069,2.5,131078.0,48922.0
23663,6.58,14971,2.86,198520.0,-18520.0
24245,7.33,14640,2.74,217829.0,-37829.0
23775,5.62,13301,2.08,161282.0,18718.0
23307,5.54,10195,2.18,151346.0,28654.0
24270,7.19,12797,2.77,209949.0,-29949.0
22923,6.36,11396,2.75,177129.0,2871.0
22482,5.25,12674,2.41,148575.0,31425.0
21808,5.42,10750,2.96,150019.0,29981.0
24281,6.55,10164,2.98,189329.0,-9329.0
22966,7.94,10377,2.84,211821.0,-31821.0
21514,7.07,11399,2.18,176954.0,3046.0
20059,5.65,10814,2.02,135178.0,44822.0
21009,6.89,13811,2.43,178313.0,1687.0
24266,6.03,14553,2.87,188091.0,-8091.0
20189,7.07,11185,2.2,167343.0,12657.0
23654,6.69,13329,2.4,190235.0,-10235.0
21790,5.46,14437,2.76,158820.0,21180.0
22155,5.31,13321,2.13,146017.0,33983.0
24315,7.86,13280,2.98,230690.0,-50690.0
20867,5.57,11227,2.64,145868.0,34132.0
21296,7.85,12833,2.52,199513.0,-19513.0
20305,7.45,14267,2.79,191077.0,-11077.0
24648,7.21,11106,2.93,210253.0,-30253.0
20741,6.58,12408,2.53,167868.0,12132.0
20615,6.0,12177,2.68,156324.0,23676.0
20519,7.61,11080,2.01,178420.0,1580.0
22924,7.31,12673,2.06,193681.0,-13681.0
23768,5.26,13303,2.79,162135.0,17865.0
22637,7.09,14030,2.23,191783.0,-11783.0
24691,5.36,12218,2.75,165943.0,14057.0
21173,6.51,14504,2.2,169745.0,10255.0
20544,7.38,12919,2.17,179649.0,351.0
21471,5.22,13964,2.53,147408.0,32592.0
20299,7.08,14801,2.72,183976.0,-3976.0
20836,7.89,12604,2.09,190738.0,-10738.0
24635,5.42,12008,2.07,158378.0,21622.0
20888,5.32,10461,2.45,136754.0,43246.0
23172,6.38,12332,2.49,178544.0,1456.0
20472,5.08,13872,2.07,132713.0,47287.0
20514,7.22,11549,2.17,173172.0,6828.0
24958,5.8,11452,2.33,171440.0,8560.0
20946,6.27,13591,2.76,168843.0,11157.0
20310,6.97,14022,2.2,172409.0,7591.0
21529,7.16,10514,2.61,181589.0,-1589.0
24468,7.18,13765,2.34,207890.0,-27890.0
24064,6.98,13720,2.09,196642.0,-16642.0
20813,7.59,12764,2.96,195752.0,-15752.0
23945,6.88,10490,2.22,188029.0,-8029.0
21550,5.93,12927,2.27,157136.0,22864.0
20691,6.48,11674,2.55,163846.0,16154.0
24170,7.64,11685,2.22,210600.0,-30600.0
20195,5.13,11158,2.1,127032.0,52968.0
20339,7.8,11656,2.02,182189.0,-2189.0
22594,7.37,14299,2.22,198262.0,-18262.0
24604,5.8,10911,2.83,173581.0,6419.0
20837,7.94,11482,2.51,194266.0,-14266.0
22634,5.49,10783,2.95,156071.0,23929.0
20441,7.32,10149,2.29,172869.0,7131.0
21975,5.89,13383,2.98,169314.0,10686.0
22920,5.0,11833,2.01,138384.0,41616.0
24561,7.15,10829,2.28,200301.0,-20301.0
21780,7.7,14935,2.95,211764.0,-31764.0
21319,6.69,12498,2.1,168870.0,11130.0
23685,7.05,10105,2.52,192444.0,-12444.0
23985,7.56,13920,2.91,221834.0,-41834.0
24199,5.85,12396,2.13,167968.0,12032.0
24621,7.43,14411,2.26,215503.0,-35503.0
23627,6.38,11041,2.24,175472.0,4528.0
20460,6.18,12040,2.97,162202.0,17798.0
23024,6.46,12238,2.33,177250.0,2750.0
21300,5.32,10219,2.2,135798.0,44202.0
21956,6.69,12458,2.43,177159.0,2841.0
22299,7.72,12456,2.01,197185.0,-17185.0
22804,7.34,10390,2.76,196058.0,-16058.0
23606,6.17,12827,2.9,182847.0,-2847.0
23383,6.09,10123,2.89,171658.0,8342.0
21188,6.66,14587,2.31,174808.0,5192.0
23699,7.05,10825,2.97,199228.0,-19228.0
20804,5.07,14260,2.99,148114.0,31886.0
24604,6.23,10553,2.73,182093.0,-2093.0
23323,6.03,11385,2.74,171833.0,8167.0
24915,7.89,11818,2.48,225888.0,-45888.0
20666,7.93,12119,2.64,195876.0,-15876.0
21622,6.61,13467,2.09,171067.0,8933.0
24274,7.33,12133,2.8,211901.0,-31901.0
23544,6.89,14503,2.37,196590.0,-16590.0
20617,5.96,13265,2.97,162274.0,17726.0
24256,5.45,11568,2.75,164007.0,15993.0
22614,5.07,14527,2.88,156491.0,23509.0
21286,7.74,12745,2.91,201842.0,-21842.0
20914,5.13,14380,2.31,140507.0,39493.0
22399,5.92,13133,2.51,165566.0,14434.0
21277,5.49,13699,2.35,149003.0,30997.0
23000,7.49,10664,2.0,193598.0,-13598.0
23499,7.28,10492,2.29,195099.0,-15099.0
21257,5.54,13022,2.53,150709.0,29291.0
22329,7.56,13246,2.24,198478.0,-18478.0
24861,5.97,10571,2.62,176116.0,3884.0
21202,7.7,11284,2.89,195866.0,-15866.0
23429,7.79,11149,2.25,207597.0,-27597.0
22907,6.28,11398,2.69,174517.0,5483.0
20576,7.53,13058,2.76,190977.0,-10977.0
22472,6.15,12962,2.88,175533.0,4467.0
23062,6.3,10339,2.19,167933.0,12067.0
23452,6.73,13144,2.24,187275.0,-7275.0
24761,7.21,14737,2.31,212569.0,-32569.0
20369,6.8,11796,2.43,167173.0,12827.0
24928,5.0,14714,2.7,164368.0,15632.0
20753,6.38,14913,2.83,174608.0,5392.0
20671,6.4,12026,2.87,166809.0,13191.0
20374,6.57,10602,2.26,157818.0,22182.0
21892,7.18,12069,2.01,181443.0,-1443.0
22475,5.17,13826,2.36,148825.0,31175.0
23287,7.73,13207,2.43,212102.0,-32102.0
20732,5.38,13532,2.71,148210.0,31790.0
24230,5.56,12212,2.3,162806.0,17194.0
22664,5.83,12368,2.26,160083.0,19917.0
24260,5.2,10939,2.86,157438.0,22562.0
21562,5.41,11457,2.57,146095.0,33905.0
22311,7.49,13147,2.79,203790.0,-23790.0
21061,7.51,10892,2.41,184418.0,-4418.0
24149,5.81,11060,2.86,171937.0,8063.0
23743,7.94,13563,2.52,222698.0,-42698.0
24443,6.92,13842,2.9,209287.0,-29287.0
22964,5.94,13165,2.72,172215.0,7785.0
20227,7.21,13470,2.08,173854.0,6146.0
24738,5.38,12780,2.07,159545.0,20455.0
22830,7.87,14249,2.74,218714.0,-38714.0
24198,7.52,10393,2.23,205145.0,-25145.0
24729,5.3,12239,2.54,162151.0,17849.0
20130,7.64,12506,2.11,180181.0,-181.0
21641,6.65,13273,2.01,170591.0,9409.0
21336,7.9,11147,2.2,193078.0,-13078.0
24811,5.72,11324,2.28,167738.0,12262.0
22667,6.74,11170,2.46,180254.0,-254.0
22523,7.34,11237,2.9,197906.0,-17906.0
24820,5.89,13339,2.95,185540.0,-5540.0
21835,5.41,14230,2.59,154983.0,25017.0
20480,5.91,14346,2.92,162927.0,17073.0
24938,6.01,10016,2.43,174216.0,5784.0
23421,7.01,11575,2.8,196591.0,-16591.0
21733,5.93,14600,2.51,165523.0,14477.0
22544,5.09,11333,2.12,138775.0,41225.0
22248,6.91,13431,2.79,191206.0,-11206.0
22396,6.99,11527,2.22,182138.0,-2138.0
21892,5.93,12835,2.01,155618.0,24382.0
20089,5.8,10963,2.09,139429.0,40571.0
20372,5.55,10524,2.53,139690.0,40310.0
20689,6.23,10829,2.17,152391.0,27609.0
24689,7.88,13981,2.49,229362.0,-49362.0
24177,6.17,13610,2.57,184150.0,-4150.0
23936,7.32,10613,2.98,206838.0,-26838.0
24921,5.53,13477,2.47,171101.0,8899.0
21303,6.77,14851,2.51,181497.0,-1497.0
22117,5.91,12170,2.75,164179.0,15821.0
20792,6.62,10368,2.09,159312.0,20688.0
24742,6.48,14797,2.12,191698.0,-11698.0
