CustomerID,InvoiceDate,InvoiceNumber,ProductCode,ProductDescription,QuantityPurchased,UnitCost,InvoiceAmount
C1026,11/02/2024,INV45333L,CT8641935,FREEZE-DRIED FRUIT CHIPS,14,8,112
C1029,11/02/2024,INV45333M,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1041,11/02/2024,INV45333N,CT8152376,DIY COOKIE MIX,6,14,84
C1047,11/02/2024,INV45333O,CT4923568,MINI COOKIE POUCH,11,5,55
C1049,11/02/2024,INV45333P,CT8239476,SWEET TOOTH BOX,6,15,90
C1000,12/02/2024,INV45334Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1011,12/02/2024,INV45334R,CT8239476,SWEET TOOTH BOX,8,15,120
C1029,12/02/2024,INV45334S,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1035,12/02/2024,INV45334T,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1040,12/02/2024,INV45334U,CT8641935,FREEZE-DRIED FRUIT CHIPS,12,8,96
C1041,12/02/2024,INV45334V,CT8152376,DIY COOKIE MIX,6,14,84
C1068,12/02/2024,INV45334W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1008,13/02/2024,INV45335X,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1012,13/02/2024,INV45335Y,CT8152376,DIY COOKIE MIX,13,14,182
C1016,13/02/2024,INV45335Z,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1053,13/02/2024,INV45335A,CT8239476,SWEET TOOTH BOX,5,15,75
C1072,13/02/2024,INV45335B,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1074,13/02/2024,INV45335C,CT8712654,BROWNIE BITES,8,7,56
C1074,13/02/2024,INV45335D,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1014,14/02/2024,INV45336E,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1025,14/02/2024,INV45336F,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1042,14/02/2024,INV45336G,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1047,14/02/2024,INV45336H,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1050,14/02/2024,INV45336I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1022,15/02/2024,INV45337J,CT8239476,PLANT-BASED MINI COOKIES,8,9,120
C1027,15/02/2024,INV45337K,CT3981567,HONEY-ROASTED ALMOND BRITTLE,11,6,66
C1032,15/02/2024,INV45337L,CT4923568,MINI COOKIE POUCH,14,5,70
C1042,15/02/2024,INV45337M,CT8712654,BROWNIE BITES,11,7,77
C1049,15/02/2024,INV45337N,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1071,15/02/2024,INV45337O,CT8239476,HONEY-ROASTED ALMOND BRITTLE,10,6,150
C1073,15/02/2024,INV45337P,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1000,16/02/2024,INV45338Q,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1010,16/02/2024,INV45338R,CT3825961,MAPLE-CRUSTED PECANS,15,10,150
C1016,16/02/2024,INV45338S,CT8239476,SWEET TOOTH BOX,10,15,150
C1019,16/02/2024,INV45338T,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1021,16/02/2024,INV45338U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1030,16/02/2024,INV45338V,CT3825961,MAPLE-CRUSTED PECANS,16,10,160
C1054,16/02/2024,INV45338W,CT4923568,MINI COOKIE POUCH,12,5,60
C1063,16/02/2024,INV45338X,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1063,16/02/2024,INV45338Y,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1010,17/02/2024,INV45339Z,CT4923568,MINI COOKIE POUCH,10,5,50
C1015,17/02/2024,INV45339A,CT4923568,MINI COOKIE POUCH,7,5,35
C1016,17/02/2024,INV45339B,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1017,17/02/2024,INV45339C,CT4923568,MINI COOKIE POUCH,5,5,25
C1036,17/02/2024,INV45339D,CT8152376,DIY COOKIE MIX,10,14,140
C1037,17/02/2024,INV45339E,CT8152376,DIY COOKIE MIX,6,14,84
C1051,17/02/2024,INV45339F,CT3825961,PLANT-BASED MINI COOKIES,5,9,50
C1054,17/02/2024,INV45339G,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1058,17/02/2024,INV45339H,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1005,18/02/2024,INV45340I,CT4923568,MINI COOKIE POUCH,7,5,35
C1006,18/02/2024,INV45340J,CT8152376,DIY COOKIE MIX,7,14,98
C1006,18/02/2024,INV45340K,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1007,18/02/2024,INV45340L,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1031,18/02/2024,INV45340M,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1040,18/02/2024,INV45340N,CT8641935,FREEZE-DRIED FRUIT CHIPS,16,8,128
C1041,18/02/2024,INV45340O,CT8239476,SWEET TOOTH BOX,4,15,60
C1044,18/02/2024,INV45340P,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1047,18/02/2024,INV45340Q,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1055,18/02/2024,INV45340R,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1056,18/02/2024,INV45340S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1070,18/02/2024,INV45340T,CT8239476,SWEET TOOTH BOX,4,15,60
C1029,19/02/2024,INV45341U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1030,19/02/2024,INV45341V,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1042,19/02/2024,INV45341W,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1045,19/02/2024,INV45341X,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1049,19/02/2024,INV45341Y,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1003,20/02/2024,INV45342Z,CT8239476,SWEET TOOTH BOX,12,15,180
C1009,20/02/2024,INV45342A,CT8641935,FREEZE-DRIED FRUIT CHIPS,13,8,104
C1013,20/02/2024,INV45342B,CT8239476,SWEET TOOTH BOX,13,15,195
C1013,20/02/2024,INV45342C,CT8641935,FREEZE-DRIED FRUIT CHIPS,15,8,120
C1022,20/02/2024,INV45342D,CT4923568,PLANT-BASED MINI COOKIES,13,9,65
C1033,20/02/2024,INV45342E,CT8152376,DIY COOKIE MIX,15,14,210
C1036,20/02/2024,INV45342F,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1051,20/02/2024,INV45342G,CT3825961,PLANT-BASED MINI COOKIES,9,9,90
C1056,20/02/2024,INV45342H,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1003,21/02/2024,INV45343I,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1008,21/02/2024,INV45343J,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,12,12,144
C1019,21/02/2024,INV45343K,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1031,21/02/2024,INV45343L,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1033,21/02/2024,INV45343M,CT8239476,SWEET TOOTH BOX,12,15,180
C1053,21/02/2024,INV45343N,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1055,21/02/2024,INV45343O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1063,21/02/2024,INV45343P,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1093,21/02/2024,INV45343Q,CT8152376,DIY COOKIE MIX,8,14,112
C1014,22/02/2024,INV45344R,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1018,22/02/2024,INV45344S,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1024,22/02/2024,INV45344T,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1036,22/02/2024,INV45344U,CT8239476,SWEET TOOTH BOX,9,15,135
C1056,22/02/2024,INV45344V,CT8712654,BROWNIE BITES,5,7,35
C1089,22/02/2024,INV45344W,CT8152376,DIY COOKIE MIX,7,14,98
C1090,22/02/2024,INV45344X,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1004,23/02/2024,INV45345Y,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1008,23/02/2024,INV45345Z,CT8152376,DIY COOKIE MIX,7,14,98
C1012,23/02/2024,INV45345A,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1017,23/02/2024,INV45345B,CT8239476,PLANT-BASED MINI COOKIES,4,9,60
C1035,23/02/2024,INV45345C,CT8712654,BROWNIE BITES,13,7,91
C1043,23/02/2024,INV45345D,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1059,23/02/2024,INV45345E,CT8239476,SWEET TOOTH BOX,9,15,135
C1059,23/02/2024,INV45345F,CT3981567,HONEY-ROASTED ALMOND BRITTLE,14,6,84
C1062,23/02/2024,INV45345G,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,18,12,216
C1063,23/02/2024,INV45345H,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1065,23/02/2024,INV45345I,CT8239476,SWEET TOOTH BOX,7,15,105
C1072,23/02/2024,INV45345J,CT8712654,BROWNIE BITES,10,7,70
C1081,23/02/2024,INV45345K,CT8239476,SWEET TOOTH BOX,9,15,135
C1096,23/02/2024,INV45345L,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1008,24/02/2024,INV45346M,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1016,24/02/2024,INV45346N,CT8239476,SWEET TOOTH BOX,16,15,240
C1022,24/02/2024,INV45346O,CT3981567,PLANT-BASED MINI COOKIES,14,9,84
C1024,24/02/2024,INV45346P,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1025,24/02/2024,INV45346Q,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1033,24/02/2024,INV45346R,CT8239476,SWEET TOOTH BOX,7,15,105
C1043,24/02/2024,INV45346S,CT8712654,BROWNIE BITES,5,7,35
C1057,24/02/2024,INV45346T,CT4923568,MINI COOKIE POUCH,7,5,35
C1014,25/02/2024,INV45347U,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1070,25/02/2024,INV45347V,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1074,25/02/2024,INV45347W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1012,26/02/2024,INV45348X,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1013,26/02/2024,INV45348Y,CT8239476,SWEET TOOTH BOX,15,15,225
C1013,26/02/2024,INV45348Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,15,6,90
C1050,26/02/2024,INV45348A,CT8152376,DIY COOKIE MIX,8,14,112
C1055,26/02/2024,INV45348B,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1063,26/02/2024,INV45348C,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1097,26/02/2024,INV45348D,CT3825961,DIY COOKIE MIX,6,14,60
C1006,27/02/2024,INV45349E,CT8152376,DIY COOKIE MIX,7,14,98
C1008,27/02/2024,INV45349F,CT8152376,DIY COOKIE MIX,10,14,140
C1023,27/02/2024,INV45349G,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1023,27/02/2024,INV45349H,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1023,27/02/2024,INV45349I,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1028,27/02/2024,INV45349J,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1046,27/02/2024,INV45349K,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1060,27/02/2024,INV45349L,CT8152376,DIY COOKIE MIX,12,14,168
C1071,27/02/2024,INV45349M,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1073,27/02/2024,INV45349N,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1074,27/02/2024,INV45349O,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1076,27/02/2024,INV45349P,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1029,28/02/2024,INV45350Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1030,28/02/2024,INV45350R,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,15,12,180
C1045,28/02/2024,INV45350S,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1056,28/02/2024,INV45350T,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1072,28/02/2024,INV45350U,CT8152376,DIY COOKIE MIX,10,14,140
C1073,28/02/2024,INV45350V,CT4923568,MINI COOKIE POUCH,9,5,45
C1076,28/02/2024,INV45350W,CT8152376,DIY COOKIE MIX,8,14,112
C1000,29/02/2024,INV45351X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1017,29/02/2024,INV45351Y,CT8641935,MINI COOKIE POUCH,6,5,48
C1019,29/02/2024,INV45351Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1037,29/02/2024,INV45351A,CT8239476,SWEET TOOTH BOX,9,15,135
C1053,29/02/2024,INV45351B,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1060,29/02/2024,INV45351C,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1063,29/02/2024,INV45351D,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1072,29/02/2024,INV45351E,CT8712654,BROWNIE BITES,5,7,35
C1098,29/02/2024,INV45351F,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1002,01/03/2024,INV45352G,CT3981567,GLUTEN-FREE BROWNIE BITES,7,11,42
C1017,01/03/2024,INV45352H,CT8641935,PLANT-BASED MINI COOKIES,4,9,32
C1045,01/03/2024,INV45352I,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1046,01/03/2024,INV45352J,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1049,01/03/2024,INV45352K,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1049,01/03/2024,INV45352L,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1054,01/03/2024,INV45352M,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1057,01/03/2024,INV45352N,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1071,01/03/2024,INV45352O,CT2671398,MINI COOKIE POUCH,5,5,65
C1088,01/03/2024,INV45352P,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1098,01/03/2024,INV45352Q,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1009,02/03/2024,INV45353R,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1030,02/03/2024,INV45353S,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1041,02/03/2024,INV45353T,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1046,02/03/2024,INV45353U,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1048,02/03/2024,INV45353V,CT8152376,DIY COOKIE MIX,10,14,140
C1048,02/03/2024,INV45353W,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1058,02/03/2024,INV45353X,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1064,02/03/2024,INV45353Y,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1071,02/03/2024,INV45353Z,CT4923568,BROWNIE BITES,6,7,30
C1098,02/03/2024,INV45353A,CT8712654,BROWNIE BITES,8,7,56
C1011,03/03/2024,INV45354B,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1014,03/03/2024,INV45354C,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1024,03/03/2024,INV45354D,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1030,03/03/2024,INV45354E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1035,03/03/2024,INV45354F,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1055,03/03/2024,INV45354G,CT8239476,SWEET TOOTH BOX,9,15,135
C1016,04/03/2024,INV45355H,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1022,04/03/2024,INV45355I,CT5347126,PLANT-BASED MINI COOKIES,11,9,121
C1027,04/03/2024,INV45355J,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1050,04/03/2024,INV45355K,CT4923568,MINI COOKIE POUCH,10,5,50
C1057,04/03/2024,INV45355L,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1060,04/03/2024,INV45355M,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1063,04/03/2024,INV45355N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1071,04/03/2024,INV45355O,CT6193754,BROWNIE BITES,5,7,60
C1089,04/03/2024,INV45355P,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1017,05/03/2024,INV45356Q,CT5347126,MINI COOKIE POUCH,6,5,66
C1050,05/03/2024,INV45356R,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1052,05/03/2024,INV45356S,CT3825961,GLUTEN-FREE BROWNIE BITES,5,11,50
C1054,05/03/2024,INV45356T,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,12,12,144
C1082,05/03/2024,INV45356U,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1004,06/03/2024,INV45357V,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1035,06/03/2024,INV45357W,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1040,06/03/2024,INV45357X,CT8641935,FREEZE-DRIED FRUIT CHIPS,15,8,120
C1042,06/03/2024,INV45357Y,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1048,06/03/2024,INV45357Z,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1054,06/03/2024,INV45357A,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1057,06/03/2024,INV45357B,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1060,06/03/2024,INV45357C,CT8712654,BROWNIE BITES,6,7,42
C1062,06/03/2024,INV45357D,CT5347126,GLUTEN-FREE BROWNIE BITES,14,11,154
C1068,06/03/2024,INV45357E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1080,06/03/2024,INV45357F,CT8712654,BROWNIE BITES,5,7,35
C1080,06/03/2024,INV45357G,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1009,07/03/2024,INV45358H,CT8712654,BROWNIE BITES,10,7,70
C1012,07/03/2024,INV45358I,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1016,07/03/2024,INV45358J,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,16,12,192
C1022,07/03/2024,INV45358K,CT8239476,PLANT-BASED MINI COOKIES,13,9,195
C1023,07/03/2024,INV45358L,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1026,07/03/2024,INV45358M,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1035,07/03/2024,INV45358N,CT8239476,SWEET TOOTH BOX,10,15,150
C1041,07/03/2024,INV45358O,CT8712654,BROWNIE BITES,7,7,49
C1005,08/03/2024,INV45359P,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1009,08/03/2024,INV45359Q,CT8239476,SWEET TOOTH BOX,17,15,255
C1011,08/03/2024,INV45359R,CT4923568,MINI COOKIE POUCH,12,5,60
C1012,08/03/2024,INV45359S,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1018,08/03/2024,INV45359T,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1018,08/03/2024,INV45359U,CT4923568,MINI COOKIE POUCH,9,5,45
C1022,08/03/2024,INV45359V,CT8152376,PLANT-BASED MINI COOKIES,17,9,238
C1024,08/03/2024,INV45359W,CT8239476,SWEET TOOTH BOX,15,15,225
C1028,08/03/2024,INV45359X,CT8152376,DIY COOKIE MIX,8,14,112
C1031,08/03/2024,INV45359Y,CT8239476,SWEET TOOTH BOX,9,15,135
C1032,08/03/2024,INV45359Z,CT8239476,SWEET TOOTH BOX,11,15,165
C1044,08/03/2024,INV45359A,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1048,08/03/2024,INV45359B,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1069,08/03/2024,INV45359C,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1096,08/03/2024,INV45359D,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1012,09/03/2024,INV45360E,CT8152376,DIY COOKIE MIX,6,14,84
C1016,09/03/2024,INV45360F,CT8712654,BROWNIE BITES,16,7,112
C1026,09/03/2024,INV45360G,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1042,09/03/2024,INV45360H,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1051,09/03/2024,INV45360I,CT3825961,PLANT-BASED MINI COOKIES,4,9,40
C1077,09/03/2024,INV45360J,CT8239476,SWEET TOOTH BOX,6,15,90
C1092,09/03/2024,INV45360K,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1025,10/03/2024,INV45361L,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1039,10/03/2024,INV45361M,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1040,10/03/2024,INV45361N,CT8152376,DIY COOKIE MIX,10,14,140
C1042,10/03/2024,INV45361O,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1091,10/03/2024,INV45361P,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1002,11/03/2024,INV45362Q,CT8152376,GLUTEN-FREE BROWNIE BITES,6,11,84
C1004,11/03/2024,INV45362R,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1023,11/03/2024,INV45362S,CT8152376,DIY COOKIE MIX,8,14,112
C1034,11/03/2024,INV45362T,CT8712654,BROWNIE BITES,14,7,98
C1036,11/03/2024,INV45362U,CT8152376,DIY COOKIE MIX,8,14,112
C1045,11/03/2024,INV45362V,CT8152376,DIY COOKIE MIX,7,14,98
C1059,11/03/2024,INV45362W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1062,11/03/2024,INV45362X,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1074,11/03/2024,INV45362Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1090,11/03/2024,INV45362Z,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1000,12/03/2024,INV45363A,CT8239476,SWEET TOOTH BOX,7,15,105
C1019,12/03/2024,INV45363B,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1019,12/03/2024,INV45363C,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1022,12/03/2024,INV45363D,CT8239476,PLANT-BASED MINI COOKIES,11,9,165
C1031,12/03/2024,INV45363E,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1039,12/03/2024,INV45363F,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1085,12/03/2024,INV45363G,CT8239476,SWEET TOOTH BOX,8,15,120
C1014,13/03/2024,INV45364H,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1032,13/03/2024,INV45364I,CT8239476,SWEET TOOTH BOX,12,15,180
C1046,13/03/2024,INV45364J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1058,13/03/2024,INV45364K,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1062,13/03/2024,INV45364L,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1065,13/03/2024,INV45364M,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1069,13/03/2024,INV45364N,CT8239476,SWEET TOOTH BOX,9,15,135
C1075,13/03/2024,INV45364O,CT8152376,DIY COOKIE MIX,11,14,154
C1004,14/03/2024,INV45365P,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1005,14/03/2024,INV45365Q,CT8152376,DIY COOKIE MIX,5,14,70
C1007,14/03/2024,INV45365R,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1007,14/03/2024,INV45365S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1016,14/03/2024,INV45365T,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1022,14/03/2024,INV45365U,CT8712654,PLANT-BASED MINI COOKIES,9,9,63
C1030,14/03/2024,INV45365V,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1055,14/03/2024,INV45365W,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1009,15/03/2024,INV45366X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1012,15/03/2024,INV45366Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1029,15/03/2024,INV45366Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,13,6,78
C1037,15/03/2024,INV45366A,CT8152376,DIY COOKIE MIX,5,14,70
C1050,15/03/2024,INV45366B,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1057,15/03/2024,INV45366C,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1062,15/03/2024,INV45366D,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1069,15/03/2024,INV45366E,CT8239476,SWEET TOOTH BOX,9,15,135
C1004,16/03/2024,INV45367F,CT4923568,MINI COOKIE POUCH,6,5,30
C1005,16/03/2024,INV45367G,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1009,16/03/2024,INV45367H,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1010,16/03/2024,INV45367I,CT5347126,GLUTEN-FREE BROWNIE BITES,15,11,165
C1018,16/03/2024,INV45367J,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1019,16/03/2024,INV45367K,CT8712654,BROWNIE BITES,9,7,63
C1019,16/03/2024,INV45367L,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1043,16/03/2024,INV45367M,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1047,16/03/2024,INV45367N,CT8239476,SWEET TOOTH BOX,14,15,210
C1053,16/03/2024,INV45367O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1060,16/03/2024,INV45367P,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1003,17/03/2024,INV45368Q,CT8152376,DIY COOKIE MIX,12,14,168
C1007,17/03/2024,INV45368R,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1009,17/03/2024,INV45368S,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
